# Column descriptions:
# id	Object ID, according to EcoCyc
# complex-count-avg	A floating point number
# complex-count-std	A floating point number
# complex-concentration-avg	A floating point number in mM units
# complex-concentration-std	A floating point number in mM units
# relative-complex-mass-to-total-protein-mass	A floating point number
# relative-complex-mass-to-total-cell-dry-mass	A floating point number
id	complex-count-avg	complex-count-std	complex-concentration-avg	complex-concentration-std	relative-complex-mass-to-total-protein-mass	relative-complex-mass-to-total-cell-dry-mass
1-PFK	12.18230257852681	16.679234442019947	4.340647476680871e-05	5.891764374879992e-05	1.5932555949914065e-05	8.837296188332423e-06
2OXOGLUTARATEDEH-CPLX	123.15585946392262	39.63907346653774	0.00043912501413568796	0.00011385479143980205	0.00576980525970597	0.0032003325887768152
E1O	0.0029902113983000167	0.12225372781484825	1.850796194713634e-08	7.55327438608597e-07	7.303141289920237e-08	4.050826677599921e-08
E2O	14.02022926240166	6.557674152389609	5.021806341509384e-05	2.210224715620303e-05	0.00028688568652644015	0.00015912662048683497
E3-CPLX	3853.3926687733187	962.2074082771543	0.013747408106932724	0.0022177042500231272	0.007567514384316178	0.004197466259268265
3-ISOPROPYLMALDEHYDROG-CPLX	507.5380200556372	271.8799910313633	0.0018003960518918015	0.0008774426790372912	0.00077695482142295	0.0004309528178311257
3-ISOPROPYLMALISOM-CPLX	959.6986985828327	573.0951095145988	0.0033926027143018275	0.0018822454228289973	0.0013453760016442667	0.0007462384722564818
3-METHYL-2-OXOBUT-OHCH3XFER-CPLX	108.45969773785684	43.555217454109645	0.0003886586355835361	0.00014356052959939568	0.0005931925587708053	0.00032902557223410655
3-OXOACYL-ACP-SYNTHII-CPLX	253.32613174678505	85.50820813902202	0.0009022391113544185	0.00024304340711580542	0.0004224897123594595	0.0002343419810594829
6PFK-1-CPX	213.17059638319463	79.5315331137163	0.0007550914375957463	0.00021453077931504196	0.0005755026011264425	0.0003192134996605825
6PFK-2-CPX	26.338933709907053	50.25030280575049	9.394267962262077e-05	0.00016986691465806027	3.311861889409892e-05	1.8369873950904477e-05
6PGLUCONDEHYDROG-CPLX	1014.7900138514309	504.16411600702537	0.0036547234644977193	0.0017555002502120103	0.0020239617061037496	0.0011226289822492623
7-ALPHA-HYDROXYSTEROID-DEH-CPLX	44.71220276334117	27.430632781059977	0.0001596278829822837	9.412987047371433e-05	9.277539052481862e-05	5.145964072766703e-05
7KAPSYN-CPLX	26.773453867790213	22.88313291555375	9.58203548571215e-05	7.881536878806195e-05	4.315229524681557e-05	2.3935244006127936e-05
ABC-10-CPLX	44.21273907222422	49.058690186129155	0.0001600632712720732	0.00017798502926526903	0.0001393223061617654	7.72777757105377e-05
ABC-11-CPLX	12.501392859761015	12.937891375487144	4.3858194915181976e-05	4.299472715360151e-05	3.904811321440919e-05	2.1658781124389053e-05
ABC-12-CPLX	125.21447339483522	53.61313081943498	0.0004466361584130664	0.0001691809114303356	0.00031390716285423947	0.0001741145979654933
ABC-13-CPLX	6.903528063616265	8.611886573565815	2.513518127216918e-05	3.096063431446712e-05	1.8615434569015268e-05	1.0325406010063159e-05
ABC-14-CPLX	40.76501375497243	29.269451214999535	0.00014591643708721164	9.766915799726279e-05	0.00010846027175731023	6.0159559407763836e-05
ABC-15-CPLX	92.87072640916124	42.14974972270323	0.0003291635736406825	0.00012969702192873104	0.00031141907052846394	0.00017273453007833712
ABC-16-CPLX	10.271748482708862	9.836805112200727	3.6753106442121764e-05	3.3317142588562566e-05	4.2710211517499394e-05	2.369003382966339e-05
ABC-18-CPLX	120.36429263173328	108.65806117315216	0.0004281043112223547	0.0003718896293246769	0.00038068508357809943	0.0002111542459750718
ABC-19-CPLX	44.59018477577273	25.078068066684352	0.0001585441187952951	8.270792055539953e-05	0.00010053308656863135	5.576259487348929e-05
ABC-2-CPLX	37.640464698142985	35.0142068802635	0.0001338284879335156	0.0001152984154723043	0.0001560701942687714	8.656731143826007e-05
ABC-20-CPLX	1.3612271827578624	9.244492266920394	4.636340315533612e-06	3.0062528075425996e-05	4.770634769883589e-06	2.646123610069341e-06
ABC-21-CPLX	50.45919808317804	46.6797690885198	0.00018255043109921583	0.00017431487164064406	6.176138031360837e-05	3.4257128143619936e-05
ABC-22-CPLX	142.04162181349568	68.73319510663973	0.0005087720216139	0.00022849572685853826	0.0005552386215763839	0.0003079736967186606
ABC-23-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
ABC-24-CPLX	23.643775151536197	22.183411278895388	8.3493722669035e-05	7.441293039098178e-05	8.478652652567575e-05	4.702846486419158e-05
ABC-25-CPLX	13.498138352258477	14.044357085791903	4.8426233674859776e-05	4.898335142492963e-05	4.988220585864334e-05	2.766811734953171e-05
ABC-26-CPLX	9.69373676108018	15.678685178720706	3.4879564959964325e-05	5.755679918366379e-05	3.7483866340648105e-05	2.0791141746340968e-05
ABC-27-CPLX	19.179304650453933	23.17493307608656	6.875596115327625e-05	8.010538022073354e-05	6.0025513541935134e-05	3.32942965142828e-05
ABC-28-CPLX	53.79241373722408	29.465632322814304	0.0001921263868702655	9.799214513830393e-05	0.0001593704152915288	8.839784200452653e-05
ABC-29-CPLX	18.06413714074057	25.10914183051673	6.472879024066551e-05	8.74612664497438e-05	4.754063173076446e-05	2.6369318576751413e-05
ABC-3-CPLX	10.088157219527817	6.148680342280642	3.632345679796429e-05	2.0790666534595694e-05	2.674485236592036e-05	1.4834542719565102e-05
ABC-304-CPLX	28.991249291030524	15.79015726976877	0.00010278504267204857	4.9283907536147736e-05	9.738423321872381e-05	5.4016023275420876e-05
ABC-32-CPLX	1.7792143653613912	2.9962666543324077	6.31667770221931e-06	9.955470337236777e-06	7.075968453237326e-06	3.924820928740688e-06
ABC-33-CPLX	6.2907469355156085	17.949749300038153	2.3695799819361318e-05	7.051301078059713e-05	2.1241964744457843e-05	1.1782261092257549e-05
ABC-34-CPLX	34.574512209708345	27.03635270091383	0.00012268431766759483	9.297459465661279e-05	0.00012879431953315067	7.143822702818248e-05
ABC-35-CPLX	5.4170264566187845	14.345355770027028	1.988859781232889e-05	5.1033621021181614e-05	5.5987944499095645e-06	3.1054781798340012e-06
ABC-4-CPLX	31.419488075808612	24.313810431266724	0.00011157096384876398	8.172835550907585e-05	8.036213149960752e-05	4.457438973509965e-05
ABC-40-CPLX	14.966876174381412	22.14999866784562	5.569876693713462e-05	8.261787962645121e-05	3.877008190827675e-05	2.150456575495019e-05
ABC-41-CPLX	7.549024033582968	13.747742078840988	2.7104386490249316e-05	4.6252522535691376e-05	3.0257633102134193e-05	1.678297358704042e-05
ABC-42-CPLX	9.962410148970402	20.660761690937328	3.525147036713388e-05	7.203622279103918e-05	3.0555280658201935e-05	1.6948069483830166e-05
ABC-45-CPLX	23.428124963828086	13.384794359068561	8.420175195433822e-05	4.618103694812425e-05	0.00011471044654593391	6.362633812233746e-05
ABC-46-CPLX	8.24125218478349	30.052034876975437	3.13277022884303e-05	0.00011549602380727827	2.558923778802692e-05	1.4193559042087157e-05
ABC-48-CPLX	9.947922092453478	27.429211723300497	3.5761638662752206e-05	0.0001003046274945235	2.3728642354318622e-05	1.316154428023548e-05
ABC-49-CPLX	18.585271183236298	13.221355758167158	6.614981554662452e-05	4.531136347431344e-05	6.946192304694335e-05	3.8528381115165855e-05
ABC-5-CPLX	1.6873319211818858	2.468764207347305	6.01464626238564e-06	8.57262939292672e-06	5.016936361736949e-06	2.782739488005589e-06
ABC-51-CPLX	7.97632524240004	19.95267152952452	3.086304261274842e-05	7.948811588756129e-05	2.2011292489923865e-05	1.2208983406866582e-05
ABC-52-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
ABC-54-CPLX	19.328043552911307	13.206942906595039	6.896121645845364e-05	4.551470059190653e-05	3.2743965478137665e-05	1.8162065284471524e-05
ABC-55-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
ABC-56-CPLX	3.462060969445827	14.950496575061155	1.1786653649870845e-05	4.9152019514429724e-05	9.920762947187652e-06	5.502740480192937e-06
ABC-57-CPLX	7.1914584129115395	11.744342769335695	2.5617323824327446e-05	4.229706012534196e-05	2.0447790019260852e-05	1.1341756926201807e-05
ABC-58-CPLX	15.401207273737455	21.247541232166775	5.366243495099321e-05	6.990016758677962e-05	6.540964357323338e-05	3.628070697803107e-05
