# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	320.99595783845143	97.49769950361028	0.00017215422824943763	4.0694314242535795e-05	2.981536843635417e-05	3.629641592888942e-05	1.4285965605777741e-05
1-PFK-MONOMER	139.34945600568662	111.33275192202717	7.449126074155073e-05	5.6092442156996886e-05	1.2943326140904393e-05	1.93622123978184e-05	7.620804789897627e-06
2-DEHYDROPANTOATE-REDUCT-MONOMER	393.8975455273642	184.79456856663532	0.00021023564582081517	8.440103817267167e-05	3.658675493971327e-05	5.4911040943222496e-05	2.1612526256840598e-05
2-ISOPROPYLMALATESYN-MONOMER	5267.227772089988	3544.6202788374117	0.002797752984235328	0.0017024881671731443	0.0004892408543726775	0.0012421648973985151	0.0004889057100212316
2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER	682.4184008529916	253.1133075609422	0.0003666912535257635	0.00011817811252920494	6.338570798894434e-05	7.887493275562742e-05	3.104451356058181e-05
2-OCTAPRENYLPHENOL-HYDROX-MONOMER	118.86255059332778	45.839244388768826	6.385315964025639e-05	2.1658065081148975e-05	1.1040421702158693e-05	3.093214871876966e-05	1.2174634916430612e-05
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER	6312.94671455019	1775.0066292561794	0.0033884966868513674	0.000711702348941617	0.0005863713471062242	0.000733640090947862	0.000288754601193526
3-ISOPROPYLMALDEHYDROG-MONOMER	7022.460758674468	4562.455854216421	0.0037301076075607897	0.0021795605676123565	0.0006522738051271425	0.0011421157960477832	0.000449527220872723
3-OXOACYL-ACP-REDUCT-MONOMER	7019.727467071237	1641.5796648883857	0.0037584565934209125	0.00046993820068871937	0.0006520199262411181	0.0007386976327262819	0.00029074520731942684
3-OXOACYL-ACP-SYNTHII-MONOMER	2505.1553314625517	618.4973741050625	0.001343303319027959	0.00020896231836600395	0.00023268869085087812	0.0004438788357155312	0.00017470699566007463
4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER	22.418846445603222	25.330069544597382	1.224368180743873e-05	1.3969020190801596e-05	2.082350728634751e-06	3.001245074568031e-06	1.1812649489632579e-06
6PFK-1-MONOMER	5198.087569557537	1138.6097729484002	0.002789763845889733	0.00033287323412104733	0.0004828188401325273	0.0007454649326498411	0.00029340875994515595
6PFK-2-MONOMER	308.12038957525476	272.6639237395712	0.00016471171684224526	0.00014283364448046477	2.8619434960494517e-05	4.116120675008705e-05	1.620070656772536e-05
6PGLUCONDEHYDROG-MONOMER	8936.653461564985	2317.4355561331263	0.004784620049952779	0.0008066388675738602	0.0008300715602115986	0.001893627953929672	0.0007453161180701266
6PGLUCONOLACT-MONOMER	1745.477659365667	582.6120264998971	0.0009363996992446697	0.00025660840547342905	0.00016212683755227792	0.00026076650428422734	0.00010263551416872223
7-ALPHA-HYDROXYSTEROID-DEH-MONOMER	960.221263255054	351.21216648766796	0.0005126533957862915	0.00015022551754445066	8.918913165498253e-05	0.00010583801360368364	4.1656956573572207e-05
7KAPSYN-MONOMER	221.21259541782266	91.08559792617531	0.00011900679755327777	4.4068022119409486e-05	2.0547096853050992e-05	3.787939060827942e-05	1.4909011194325317e-05
AAS-MONOMER	97.2671486847061	68.10837523003417	5.2098191352071675e-05	3.4434886444645825e-05	9.034555744305273e-06	3.2321856700897523e-05	1.272161235006068e-05
ABC-MONOMER	52.06072790735917	28.999086830544584	2.7923329022624586e-05	1.4600916654091156e-05	4.835605389161581e-06	8.098032425942251e-06	3.1873178039984963e-06
ABGT-MONOMER	18.083214420225662	38.4540068641495	9.622137003843973e-06	1.96293264965885e-05	1.679640155231999e-06	4.086621495477318e-06	1.6084600265381433e-06
ACETATEKINA-MONOMER	3882.436394307024	1027.9365873949566	0.0020846426760476673	0.0003937926860120726	0.000360615978800678	0.000691792695214388	0.00027228381638350437
ACETOLACTSYNIII-HCHAIN-MONOMER	164.87857601332533	134.4219571276899	8.939149830524015e-05	6.931420248546349e-05	1.53145713242058e-05	1.2203387949416373e-05	4.80315138720252e-06
ACETOLACTSYNIII-ICHAIN-MONOMER	94.56435895667673	75.15083237996892	5.1299427996786955e-05	3.8878117846157924e-05	8.783509992546163e-06	2.4516433892125046e-05	9.649463243021049e-06
ACETYL-COA-ACETYLTRANSFER-MONOMER	479.7013150286718	382.98673979778954	0.0002595929545709459	0.00020055264800954796	4.45565468901683e-05	7.969132673901126e-05	3.13658394014096e-05
ACETYLGLUTKIN-MONOMER	222.42053333191876	116.31134097744432	0.00011865045286015644	5.6194916135033156e-05	2.0659294882582386e-05	2.486458953758158e-05	9.786494391942025e-06
ACETYLORNDEACET-MONOMER	404.24041843268105	204.07270681314534	0.00021596610235479773	9.829227008957137e-05	3.7547441698633776e-05	7.045171631974841e-05	2.7729206051191834e-05
ACETYLORNTRANSAM-MONOMER	294.99356543050084	123.63994659605557	0.0001581439753149832	5.97683765905736e-05	2.7400163849074355e-05	5.3140998322735626e-05	2.0915852291935163e-05
ACNEULY-MONOMER	279.70447130967096	223.38417142864787	0.00015026477362970703	0.00011335005170423587	2.5980052588670088e-05	3.7526973479474724e-05	1.4770302761215711e-05
ACONITASE-MONOMER	477.73947685305524	261.5247575258613	0.0002560596594013382	0.00012827713367705753	4.437432363598032e-05	0.00019208101503363529	7.560148031335811e-05
ACONITATEDEHYDRB-MONOMER	4412.861945860498	1211.1663192699782	0.002368613910852284	0.0004679104913454941	0.0004098839924981663	0.001698210569018995	0.0006684014704896491
ACPSUB-MONOMER	6.330231867298276	18.180480130037406	3.48819895671634e-06	1.0028278675744234e-05	5.879768601511025e-07	2.784742332287372e-07	1.0960512811499496e-07
ACRB-MONOMER	554.7404476083877	161.74961616576547	0.0002982833713645589	6.936479929627081e-05	5.152647697924014e-05	0.0002593500343805725	0.00010207800346670478
ACRD-MONOMER	12.479139369698641	21.68352158736561	6.7770645932418335e-06	1.1687840491670889e-05	1.1591115993536291e-06	5.80736522763285e-06	2.285730361496081e-06
ACRF-MONOMER	0.08308180337695543	0.3471078422338683	4.477913064175905e-08	1.9431396233763432e-07	7.716965019501351e-09	3.811753167447535e-08	1.5002741525376833e-08
ACS-MONOMER	452.419896771045	275.1965796700326	0.00024056873602505135	0.00013379083947915232	4.202254134600258e-05	0.00013424672149816905	5.28383862960088e-05
ACSERLYA-MONOMER	29504.771861887508	6000.568861766405	0.015818509153160427	0.0011589791911791843	0.0027405193810430425	0.004189127736827886	0.0016488056254309034
ACSERLYB-MONOMER	1539.4012879748345	446.862948749535	0.000824847059934903	0.00017627101386163	0.00014298565278341282	0.000206977683006932	8.146468418241624e-05
ACYLCOADEHYDROG-MONOMER	38.71466158832548	34.44746767301581	2.0792502741015007e-05	1.801574900457016e-05	3.5959702013619014e-06	1.4221803941044836e-05	5.597583032769082e-06
ACYLCOASYN-MONOMER	113.31624344209683	65.85738918105342	6.0947569452294256e-05	3.346926705309825e-05	1.052525885621918e-05	2.907693751548037e-05	1.144443930996718e-05
ADCLY-MONOMER	3054.2899428686615	672.7404884207042	0.0016371215337751168	0.00017920751801322652	0.000283694475691531	0.00037361414913845005	0.00014705140295065837
