# Column descriptions:
# id	Object ID, according to EcoCyc
# complex-count-avg	A floating point number
# complex-count-std	A floating point number
# complex-concentration-avg	A floating point number in mM units
# complex-concentration-std	A floating point number in mM units
# relative-complex-mass-to-total-protein-mass	A floating point number
# relative-complex-mass-to-total-cell-dry-mass	A floating point number
id	complex-count-avg	complex-count-std	complex-concentration-avg	complex-concentration-std	relative-complex-mass-to-total-protein-mass	relative-complex-mass-to-total-cell-dry-mass
1-PFK	47.99274060158053	42.8252006812127	5.551584020909878e-05	4.6648541055335745e-05	2.340854770705839e-05	1.140014978252513e-05
2OXOGLUTARATEDEH-CPLX	150.79436299034123	44.67830782574611	0.0001757827776840377	3.863053157217915e-05	0.002634717356051387	0.0012831284054647947
E1O	5.105062179657348e-05	0.007144789404305331	9.600088957331836e-11	1.3523971521979597e-08	4.6499865399963507e-10	2.2645806013287995e-10
E2O	21.693933654611914	8.043676701653473	2.5355193489115233e-05	8.169808464541652e-06	0.0001655521870436593	8.062523795755376e-05
E3-CPLX	3624.4259612832084	924.7630372803901	0.0042121200624098045	0.000608015867280175	0.002654557092736949	0.0012927905157627806
3-ISOPROPYLMALDEHYDROG-CPLX	2394.1406138326765	980.1406220748011	0.0027748403456549628	0.0009100285527031553	0.001366846321740101	0.000665665080659069
3-ISOPROPYLMALISOM-CPLX	5113.512800943416	2163.194114477073	0.005916716782455798	0.0020068245247461774	0.0026734432379898017	0.001301988219413235
3-METHYL-2-OXOBUT-OHCH3XFER-CPLX	392.88121796573483	116.51072324258968	0.0004559004699590449	9.013028494963662e-05	0.000801366939490345	0.00039027210296343985
3-OXOACYL-ACP-SYNTHII-CPLX	795.8145254334198	232.56346486992356	0.0009265772208670135	0.000193836172380798	0.0004949836547315677	0.00024106099508856217
6PFK-1-CPX	797.4631669763738	202.02199193196847	0.0009292641982554794	0.0001512502252964432	0.0008029222135430624	0.00039102953385474235
6PFK-2-CPX	82.70949898919768	83.53932816741445	9.750223766060021e-05	9.807065485172347e-05	3.87857566193501e-05	1.8888973396492722e-05
6PGLUCONDEHYDROG-CPLX	3177.7205284760366	1087.5143050754825	0.003695960866488255	0.0009742359292400967	0.0023636580936220704	0.0011511203787257743
7-ALPHA-HYDROXYSTEROID-DEH-CPLX	150.24369524820813	69.18743941866344	0.0001751055532938812	6.928861896419766e-05	0.00011626415272702197	5.662157140260226e-05
7KAPSYN-CPLX	70.58272242755916	35.11227478108758	8.214522967784481e-05	3.651678214648409e-05	4.242684673141451e-05	2.0662213375694395e-05
ABC-10-CPLX	148.69079404137142	74.35944748523876	0.00017220640589974838	7.615600993310049e-05	0.0001747431513293743	8.51013110063485e-05
ABC-11-CPLX	47.119152151273205	26.526577495373107	5.459424577451145e-05	2.808240984357376e-05	5.488857644422733e-05	2.6731175322982263e-05
ABC-12-CPLX	351.13878622041614	108.11570260971058	0.00040845126636494323	9.133066859084682e-05	0.0003282980834327267	0.00015988378994227372
ABC-13-CPLX	45.89111412877009	28.09777933132344	5.367796206565606e-05	3.095632023617484e-05	4.615019446446855e-05	2.2475513473608732e-05
ABC-14-CPLX	133.26234148781933	56.810300326737455	0.00015461780500533286	5.659618774546505e-05	0.0001322310310514712	6.439756873212429e-05
ABC-15-CPLX	314.2228232014866	93.04711033946073	0.00036536716417134586	7.555306838453114e-05	0.0003929587262881472	0.0001913740396925342
ABC-16-CPLX	11.812547221825161	12.950252178071489	1.3691747349881097e-05	1.4261070443817391e-05	1.8317818550859223e-05	8.920924005291674e-06
