# Column descriptions:
# id	Object ID, according to EcoCyc
# complex-count-avg	A floating point number
# complex-count-std	A floating point number
# complex-concentration-avg	A floating point number in mM units
# complex-concentration-std	A floating point number in mM units
# relative-complex-mass-to-total-protein-mass	A floating point number
# relative-complex-mass-to-total-cell-dry-mass	A floating point number
id	complex-count-avg	complex-count-std	complex-concentration-avg	complex-concentration-std	relative-complex-mass-to-total-protein-mass	relative-complex-mass-to-total-cell-dry-mass
1-PFK	83.29800696508585	59.00048294115202	4.15533882087618e-05	2.7641475019801958e-05	2.1332593069187512e-05	8.493706121820688e-06
2OXOGLUTARATEDEH-CPLX	244.11334900847345	59.357543508792624	0.00012219970162420858	1.9697152889869894e-05	0.0022394974552831654	0.0008916699992376944
E1O	5.545450512399627e-06	0.002354871495516935	3.2971611573790047e-12	1.4001370688052105e-09	2.6521471266538165e-11	1.0559690616405046e-11
E2O	35.4923084601393	10.620096613798125	1.7797819546291033e-05	4.385365082211816e-06	0.00014221355114968134	5.6623219975569223e-05
E3-CPLX	6161.409830974669	1407.0859055179853	0.00307518993659149	0.00034664375432530317	0.0023694254782175815	0.0009434016588730197
3-ISOPROPYLMALDEHYDROG-CPLX	3552.0814793043787	2567.2601498806494	0.0017707705859590832	0.0011835711016874272	0.0010647878153214007	0.0004239519666504337
3-ISOPROPYLMALISOM-CPLX	8192.31785967792	5918.111518595998	0.004084370777427983	0.0027294225870991783	0.0022488916593547733	0.0008954103606824501
3-METHYL-2-OXOBUT-OHCH3XFER-CPLX	627.5053957233486	166.85221600796376	0.0003127593434449637	5.300171232940727e-05	0.0006720440458811407	0.00026757856431802236
3-OXOACYL-ACP-SYNTHII-CPLX	1300.7391919169513	337.4293055757681	0.000648817492814698	0.00010683714639237264	0.00042479494616379514	0.00016913477996078122
6PFK-1-CPX	1365.6251219999112	303.5360737330503	0.0006825052042484939	8.034795620622902e-05	0.0007219455713484578	0.0002874471705852156
6PFK-2-CPX	167.14978816379042	143.4525800136093	8.42085222205248e-05	7.039603602076728e-05	4.1155968621903946e-05	1.638650779582135e-05
6PGLUCONDEHYDROG-CPLX	4429.990567188678	1179.6488817819866	0.0022124932652282745	0.000402179498675447	0.001730142507855687	0.000688867122854453
7-ALPHA-HYDROXYSTEROID-DEH-CPLX	243.5334945210949	86.32021293249797	0.00012173333226778975	3.6180575814568176e-05	9.895059139558282e-05	3.939780040657052e-05
7KAPSYN-CPLX	114.44467304023779	41.54133124176398	5.743018664689234e-05	1.8214727129645166e-05	3.6120025774027254e-05	1.4381415472660167e-05
ABC-10-CPLX	229.97913246972183	90.62343722046202	0.00011537328448588629	3.994778270596766e-05	0.00014191053368879235	5.650257166740416e-05
ABC-11-CPLX	81.2279512887627	39.69190409587378	4.06374359054398e-05	1.788753315469843e-05	4.968211992882415e-05	1.9781248571885656e-05
ABC-12-CPLX	443.62190563861407	136.48128605446303	0.00022177359582402188	5.378269488664657e-05	0.0002177773184609192	8.670940925962421e-05
ABC-13-CPLX	77.24741582006122	39.0657723984492	3.8680008734469605e-05	1.7511605422396212e-05	4.078862005989251e-05	1.624024565507367e-05
ABC-14-CPLX	285.2310345592476	94.0225040079073	0.0001426012802077712	3.7722254499269426e-05	0.0001486048010959762	5.916793634543894e-05
ABC-15-CPLX	346.1055576505035	112.88639949710029	0.0001730627155554674	4.495625098231617e-05	0.00022726256461964416	9.048601968405992e-05
ABC-16-CPLX	22.964625571181404	22.115679389218556	1.1373815055539526e-05	1.0231653975072992e-05	1.869819492897657e-05	7.444803930781288e-06
ABC-18-CPLX	156.49801472871656	81.64480858386742	7.819907798143799e-05	3.652848774969033e-05	9.692370194967319e-05	3.8590781623662103e-05
ABC-19-CPLX	59.4393549531964	27.546514495649273	2.9705644464451143e-05	1.2345623574838448e-05	2.624199211926396e-05	1.0448414235871972e-05
ABC-2-CPLX	53.943835677210416	40.5557594711215	2.7263508659400536e-05	2.0176327031275315e-05	4.3798555428683904e-05	1.7438670355965495e-05
ABC-20-CPLX	10.078512488354553	26.156372000249263	5.14123357793958e-06	1.33909743174832e-05	6.91663667045476e-06	2.75390239900585e-06
ABC-21-CPLX	326.9117663368972	150.23916637558145	0.0001630946790321588	6.644674037319177e-05	7.835381917077913e-05	3.1197065982575604e-05
ABC-22-CPLX	750.9149882436449	207.66581526013715	0.00037407064607213335	6.831931948454622e-05	0.0005747881241148756	0.0002288555072845765
ABC-23-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
ABC-24-CPLX	160.43530122887182	68.51616179281243	7.994250102394771e-05	2.9313002617911295e-05	0.00011265823053271352	4.4855583156053696e-05
ABC-25-CPLX	29.84402865888825	21.917216676390783	1.508088001612755e-05	1.0916339220954998e-05	2.1596441238417868e-05	8.598758930119928e-06
ABC-26-CPLX	56.088361208464576	33.97573407648747	2.781884832019472e-05	1.541581239591859e-05	4.246966918318786e-05	1.6909565938046603e-05
ABC-27-CPLX	93.65400270617985	63.20537624666722	4.711926890787e-05	3.068157952289765e-05	5.739609406851061e-05	2.2852615899866885e-05
ABC-28-CPLX	69.4847888292445	33.61710991030914	3.470598955143401e-05	1.4998623518403903e-05	4.031153936730869e-05	1.605029297627558e-05
ABC-29-CPLX	91.52392861896101	50.70083695296951	4.569974396625434e-05	2.2993227763365068e-05	4.716668446118207e-05	1.8779712117256694e-05
ABC-3-CPLX	80.30235459828756	20.73672425003115	4.034084725187698e-05	8.24510895647286e-06	4.168786091610905e-05	1.6598284058593853e-05
ABC-304-CPLX	376.60437092409387	145.03638662427514	0.00018782805279950638	6.0429639436500474e-05	0.0002477194136807727	9.86310428202598e-05
