# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10001	0.2147910959310255	0.46945368949800786	3.518748963608358e-07	7.88703263770437e-07	9.926755972519175e-07	3.9202434931082525e-05	2.6981214488346666e-06	6.1007637377323745e-05	3.644304993912892e-07
EG10002	0.7200768491834775	0.873266100623866	1.1272130700616233e-06	1.3707255443732135e-06	3.3278973377929384e-06	0.00013142428322335636	5.759149400320005e-06	0.00013022100927602992	7.778781392268871e-07
EG10003	0.1801971039242893	0.4229571148016949	2.8328881944673465e-07	6.732341552759367e-07	8.327964759700814e-07	3.288853856227792e-05	1.5867405666367394e-06	3.5878034008837255e-05	2.1431824625744568e-07
EG10004	0.5421069484470061	0.7552141562881034	8.788446367677663e-07	1.2395488881844942e-06	2.5053940736763806e-06	9.894224097169261e-05	7.678717202896026e-06	0.00017362465089910205	1.0371507724919158e-06
EG10006	0.059271118701153924	0.25446464179164685	9.944435454382852e-08	4.447319505940865e-07	2.7392659319244413e-07	1.0817823541999196e-05	9.204382299551194e-07	2.081216981006573e-05	1.2432196628741639e-07
EG10007	0.6534267857354633	0.8156606313386282	1.025679215626879e-06	1.2715169454037766e-06	3.019868314274283e-06	0.00011925969714427447	5.409424923180279e-06	0.0001223133355526956	7.306414716897627e-07
EG10008	0.04416930539248823	0.2054711119685321	6.683582050182e-08	3.191797106033013e-07	2.0413225893111749e-07	8.061527472052064e-06	7.192432651108781e-07	1.6262919640966682e-05	9.714691768281493e-08
EG10011	0.28758197839209687	0.5441999565356561	4.665437928394169e-07	8.967948198075565e-07	1.3290849461047294e-06	5.248780796243285e-05	2.5950980788036847e-06	5.867816017645327e-05	3.505153147336156e-07
EG10012	0.24355735819072355	0.5060873091195122	3.928254304652257e-07	8.261167282203077e-07	1.1256213622780475e-06	4.445268759895104e-05	4.8619573107162025e-06	0.0001099344615062871	6.566959880655873e-07
EG10013	0.20926459600811187	0.4663616416387281	3.266614382478143e-07	7.292604592318419e-07	9.671344006398723e-07	3.819376996438285e-05	3.219936651442455e-06	7.280648085504053e-05	4.3491115731662333e-07
EG10014	0.014980847001340118	0.12147601090061083	2.285489791489196e-08	1.8780365258095193e-07	6.923527802647073e-08	2.7342179955687273e-06	5.417874582980031e-07	1.2250439210474508e-05	7.317827523173786e-08
EG10015	0.819684301656764	0.9429524797102988	1.3041924142701927e-06	1.4849419164661715e-06	3.7882417805924372e-06	0.0001496040623120056	9.659355052600656e-06	0.00021840915671249726	1.3046720291769698e-06
EG10016	0.008709574127441562	0.09291779940373822	1.5835231800089955e-08	1.7388603344158995e-07	4.025204890962643e-08	1.5896213552451496e-06	7.792094206159899e-08	1.76188235686969e-06	1.0524644041065294e-08
EG10017	0.9754556990548024	1.0492571137114237	1.5605659598167441e-06	1.67558925933752e-06	4.508152744669454e-06	0.0001780345614635225	1.1028829552706694e-05	0.0002493745544102346	1.489644531505519e-06
EG10018	0.13756003842459175	0.37067999016485415	2.25092939955774e-07	6.182539354693263e-07	6.357455960138057e-07	2.5106666699018986e-05	3.1005434806220783e-06	7.010686358099812e-05	4.1878493257430427e-07
EG10020	0.6178935259306697	0.8117643603513758	9.972510830181774e-07	1.3146161509636838e-06	2.855648285757095e-06	0.00011277437102147284	5.016422007921833e-06	0.00011342708643567615	6.775592619427824e-07
EG10021	0.24573712361096287	0.5072373844910503	3.922763614911164e-07	8.192071812787309e-07	1.135695336392412e-06	4.485052584118151e-05	2.7322483354130094e-06	6.177928563729656e-05	3.690399576956168e-07
EG10022	3.9367559682641335	2.7455673998838113	6.332060307636874e-06	4.161759503361183e-06	1.8194057649794642e-05	0.000718514047411838	5.9792804209769456e-05	0.0013519842550373128	8.076108474502962e-06
EG10023	3.9367559682641335	2.7455673998838113	6.332060307636874e-06	4.161759503361183e-06	1.8194057649794642e-05	0.000718514047411838	7.330512122810091e-05	0.0016575133249529198	9.90119327231693e-06
