# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10001	0.4140834910246626	0.6667225908688338	4.750090268018675e-07	7.728752490538377e-07	1.2960049900718441e-06	4.728077653782651e-05	3.4520007526993772e-06	7.333971505319669e-05	4.927020030509748e-07
EG10002	0.7920199475175377	0.9177218242523822	8.82300668424322e-07	1.0017664072501202e-06	2.478876425812478e-06	9.04342215127032e-05	4.203909531339928e-06	8.931444377490202e-05	6.000214933662987e-07
EG10003	0.36045624196296955	0.6292138140834059	3.9609231143543615e-07	6.92034723729058e-07	1.1281615867625334e-06	4.115752353648128e-05	2.1064367055143658e-06	4.475244324301327e-05	3.0065045127682993e-07
EG10004	0.9328679261063658	1.0564667170269142	1.0546447428328012e-06	1.1827051932807489e-06	2.919704633285694e-06	0.0001065164898131951	8.76923293089637e-06	0.0001863073302878439	1.2516273720087105e-06
EG10006	0.0142131289793102	0.11836855977759535	1.4532210157504555e-08	1.2252180967913057e-07	4.448447349624874e-08	1.6228799016139655e-06	1.464802142645868e-07	3.11205528176533e-06	2.0907033383194344e-08
EG10007	1.0914418040585043	1.1212085889647638	1.207882499785954e-06	1.198213491396257e-06	3.4160116379732457e-06	0.00012462273227564836	5.996426204646228e-06	0.00012739747777933775	8.558663261780128e-07
EG10008	0.04039163207912097	0.19843632199949057	4.719789789841477e-08	2.3673140295159922e-07	1.2641836215723208e-07	4.611987127536267e-06	4.365001339180073e-07	9.273693065447815e-06	6.230140307624381e-08
EG10011	0.5222501594337748	0.7341947241071664	5.952012500925193e-07	8.475262805701481e-07	1.6345467215249984e-06	5.963143573758634e-05	3.127580059227847e-06	6.64472133067944e-05	4.463976314833799e-07
EG10012	0.4851125445630469	0.7322245470886741	5.461412901214158e-07	8.342082819146469e-07	1.518312833347691e-06	5.539099798068438e-05	6.426731217637181e-06	0.00013653955198486645	9.172835033491738e-07
EG10013	0.3548316274790645	0.6135824387128078	3.9131559308131086e-07	6.77785903041395e-07	1.110557580332977e-06	4.051529522675836e-05	3.6233612590353154e-06	7.698036625995605e-05	5.171601856424833e-07
EG10014	0.033410523674608734	0.18726979592672513	3.855572450086164e-08	2.1861600603610986e-07	1.0456877982761082e-07	3.814871971741692e-06	8.018878012388424e-07	1.7036561420649466e-05	1.1445296632208667e-07
EG10015	1.387259411820054	1.3124051705458266	1.5366863357967547e-06	1.4117324514891785e-06	4.341866215902435e-06	0.00015839970361521626	1.08491805654603e-05	0.00023049699818557089	1.548497054029904e-06
EG10016	0.018622387638393745	0.13518725648883134	1.986561621468359e-08	1.453228796777957e-07	5.828464024655614e-08	2.1263367596541935e-06	1.1056823638156236e-07	2.3490849310554796e-06	1.5781338256201033e-08
EG10017	1.7195586036737724	1.38219916624894	1.9730186561464083e-06	1.599962759551323e-06	5.381901426612175e-06	0.00019634220597110043	1.2902581205434067e-05	0.0002741226601174131	1.841577699389003e-06
