# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	48.55671114261358	26.170128405016914	0.0001610186060957819	7.844267812254761e-05	2.157086695617697e-05	2.4484876399949192e-05	1.3341256904583195e-05
1-PFK-MONOMER	30.006747061809754	46.91904557478579	9.770334942037658e-05	0.00014085323391017023	1.3330218077515223e-05	1.8593155140143916e-05	1.0130990875328506e-05
2-DEHYDROPANTOATE-REDUCT-MONOMER	69.37387764485014	73.18773282952573	0.00023080446104212443	0.0002309281331693361	3.081869940729711e-05	4.312775437414017e-05	2.3499340630707028e-05
2-ISOPROPYLMALATESYN-MONOMER	591.8194672464823	304.5468110404318	0.0019279214154920624	0.0008485873047142801	0.0002629102896313308	0.0006224018476365525	0.0003391327287739024
2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER	103.33592781678337	74.94275972731555	0.0003448173724153342	0.00023839020148723244	4.590602407527393e-05	5.3262811829483886e-05	2.9021704846306347e-05
2-OCTAPRENYLPHENOL-HYDROX-MONOMER	18.176069194739515	13.669971587765259	6.044146287759232e-05	4.3583976861092585e-05	8.074549555764854e-06	2.1093540686255553e-05	1.1493394564295102e-05
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER	1143.2093792205055	543.7937487156613	0.0037561781158102765	0.0015118703779799124	0.0005078601256537214	0.0005924629335478524	0.00032281968974616927
3-ISOPROPYLMALDEHYDROG-MONOMER	980.8609860058812	430.2049698702338	0.003220773394686703	0.0011694985898032674	0.0004357383631172057	0.0007113981821121651	0.0003876248241560064
3-OXOACYL-ACP-REDUCT-MONOMER	1312.8997423396327	500.64218026173336	0.004362035487998002	0.0014208664745266521	0.0005832434899807938	0.0006161160071189155	0.0003357077160502438
3-OXOACYL-ACP-SYNTHII-MONOMER	537.1347036905777	228.08645659071732	0.0017820703999099938	0.0006538498628176425	0.00023861709243084756	0.000424421586831071	0.00023125775001976045
4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER	22.079972414057337	21.194367766684255	7.180035288218312e-05	6.43097728034912e-05	9.808822223169465e-06	1.3181693152119938e-05	7.1824072912282325e-06
6PFK-1-MONOMER	876.5734446988056	324.7638403510036	0.002893778313117538	0.0008509229564098988	0.0003894095936065478	0.0005606042814448938	0.0003054606287733235
6PFK-2-MONOMER	88.66482121818757	157.29488344022337	0.0002908266707119248	0.0005112321774382124	3.938852152843307e-05	5.282061780195342e-05	2.8780763294199167e-05
6PGLUCONDEHYDROG-MONOMER	2329.04131569621	1378.9629851829927	0.0078065226851473145	0.004615479165846775	0.0010346549256346144	0.002200804191783789	0.0011991685659206368
6PGLUCONOLACT-MONOMER	336.6174097949253	246.49984125845953	0.0011052773512830968	0.0007678808867158981	0.00014953915104531942	0.0002242634803444555	0.00012219611227433163
7-ALPHA-HYDROXYSTEROID-DEH-MONOMER	170.11092039348281	136.29000469180986	0.0005663599830615957	0.000457399097778894	7.557019298163119e-05	8.361554584007388e-05	4.556022501594875e-05
7KAPSYN-MONOMER	47.479880460915126	40.51908204176493	0.00015765584410456671	0.0001286892958683841	2.1092494949040317e-05	3.62566122978058e-05	1.9755410288936618e-05
AAS-MONOMER	17.10020976810567	24.304436254441953	5.687684725676911e-05	7.736906255439173e-05	7.59660901965015e-06	2.5340549414182682e-05	1.3807493830705957e-05
ABC-MONOMER	95.23437323397286	45.06644989312837	0.0003152460619815378	0.0001356456530930095	4.230698386164127e-05	6.606135488333563e-05	3.599534229077224e-05
ABGT-MONOMER	1.000802674303886	6.745817937177729	3.0078972190488495e-06	1.7468573901860723e-05	4.4459727252510225e-07	1.0086063861153293e-06	5.49566871115419e-07
ACETATEKINA-MONOMER	809.9868066397831	406.5120517456005	0.0027015610353818874	0.001244408556781461	0.00035982909944145283	0.0006436266834561967	0.0003506976630950763
ACETOLACTSYNIII-HCHAIN-MONOMER	201.56672445666229	110.76420135599142	0.000661872407835635	0.0003212158206707491	8.954414114409097e-05	6.653030303621396e-05	3.62508615623538e-05
ACETOLACTSYNIII-ICHAIN-MONOMER	127.03673144893249	66.17172533751472	0.00041808507990883346	0.0001908186024399548	5.643488548028149e-05	0.00014687355285951013	8.00280862839753e-05
ACETYL-COA-ACETYLTRANSFER-MONOMER	128.3167919847511	212.51500594681374	0.0004390440289135593	0.0007382289854666976	5.700354045843472e-05	9.506225561558887e-05	5.17972789970612e-05
ACETYLGLUTKIN-MONOMER	99.83167019472994	49.10191186829314	0.0003302824456970863	0.00014274134160479496	4.434929024452761e-05	4.976903577845986e-05	2.711802507670423e-05
ACETYLORNDEACET-MONOMER	194.7951264834628	106.19947883534503	0.0006389339818825775	0.0003018805839032744	8.653592177495802e-05	0.00015139600088627398	8.249226621190856e-05
ACETYLORNTRANSAM-MONOMER	148.2750739935441	77.38125153885981	0.0004898770602083191	0.00023078009421146904	6.586982146789359e-05	0.00011911591432261389	6.490357510669772e-05
ACNEULY-MONOMER	192.68124251683412	160.882431896952	0.0006331597967295406	0.0004922142383372551	8.559684849894848e-05	0.00011528373617793621	6.281550766877593e-05
ACONITASE-MONOMER	377.13253512897387	181.81642389344375	0.0012620280657138427	0.0005637926673597607	0.00016753761835762914	0.000676194737004773	0.0003684432609153978
ACONITATEDEHYDRB-MONOMER	532.0392448348196	319.86549381098155	0.0017490379969044225	0.0009523914785089814	0.00023635348226302933	0.0009130600480137105	0.0004975058264899901
ACPSUB-MONOMER	3.4856428578270324	29.307984961272872	1.1711353864520048e-05	0.00010151091155944908	1.5484643950061473e-06	6.838057668412571e-07	3.7259033940982677e-07
ACRB-MONOMER	107.30673077844082	63.13487400470919	0.0003564717222872508	0.00020387437336575148	4.7670016330505906e-05	0.00022372159885965256	0.00012190085327516397
ACRD-MONOMER	1.3672206204921409	5.188805274776654	4.73128212043524e-06	1.5252285805087822e-05	6.073750344778864e-07	2.8373804885861155e-06	1.5460246323464268e-06
ACRF-MONOMER	0.047953563663183305	0.37624612519212514	1.6105435651904178e-07	1.2922724446693696e-06	2.130292430257484e-08	9.811247143509396e-08	5.3459272800816953e-08
ACS-MONOMER	281.18725299566097	206.60357328716043	0.0009143498122794864	0.0006268614589700181	0.00012491481983464093	0.00037208494166636924	0.00020274069249980715
ACSERLYA-MONOMER	6382.579412074597	1670.4041099116644	0.02128445906080832	0.004075360565955148	0.0028354014943625114	0.004041215803683808	0.0022019673435606643
ACSERLYB-MONOMER	250.78065344201684	134.35987034278418	0.0008389453500095032	0.0004238647904097293	0.00011140697100948049	0.00015036618401478226	8.193114222570484e-05
ACYLCOADEHYDROG-MONOMER	5.8174825911629195	11.297500273353021	1.879183656172674e-05	3.448777086730385e-05	2.5843624916293406e-06	9.530129136903643e-06	5.192752418776721e-06
ACYLCOASYN-MONOMER	35.58578174538558	36.45774545303447	0.00011770480281171727	0.00011458197136336011	1.580865230568716e-05	4.072091036130363e-05	2.2187905613433392e-05
ADCLY-MONOMER	622.3060928535167	179.18552901830665	0.0020625535496171608	0.0004121489372369189	0.00027645368928582234	0.00033947013986000484	0.0001849696226082036
ADENODEAMIN-MONOMER	67.42077566306835	65.57178144759999	0.00022506439377067131	0.00021299827178150634	2.9951052031486953e-05	4.5034930909242754e-05	2.45385181091463e-05
ADENPRIBOSYLTRAN-MONOMER	768.9194739513989	327.81208529408815	0.0025314733381101655	0.000926778351183544	0.0003415853191519604	0.00028029324831205547	0.00015272546911280393
ADENYL-KIN-MONOMER	2127.1278129519833	815.4482392060937	0.006999060115737469	0.0020509095784428345	0.0009449567314641072	0.0009209563963709458	0.0005018083686111414
ADENYLATECYC-MONOMER	35.833131866553	13.371040135045272	0.00011782038820569755	3.4546536992550054e-05	1.591853529466526e-05	6.418841676446576e-05	3.4974820553105566e-05
ADENYLOSUCCINATE-SYN-MONOMER	1753.171935134721	562.4465018463344	0.005800591906908249	0.0014167064843782658	0.0007788303135486794	0.001523599413251637	0.0008301749561580179
ADENYLYLSULFKIN-MONOMER	265.1174490665798	120.7685606899714	0.0008735464164850052	0.00032768026316440634	0.0001177759590178949	0.00010861886888816676	5.918397180576655e-05
ADHC-MONOMER	142.98437371289546	227.26267640770627	0.0004681685867309206	0.0007121948539906118	6.351947711438725e-05	0.00010330199436404613	5.6286926797368054e-05
ADHE-MONOMER	1366.4471719619544	503.9690308676706	0.004502177919746662	0.001258316303008773	0.0006070314371676588	0.002411418872724493	0.0013139277552426049
ADHP-MONOMER	78.11367898774915	126.70595430604378	0.00025957227982459694	0.000407403744536157	3.4701274803258e-05	5.073066651807489e-05	2.764199597755693e-05
AERGLYC3PDEHYDROG-MONOMER	13555.451696822827	3220.843979032634	0.04491000437769004	0.005090041217189374	0.0060218832413143925	0.014123470421731153	0.007695560484062246
AGAB-MONOMER	1.238491968467735	6.980696911360557	3.985685076301694e-06	2.2237938007540152e-05	5.501885290304543e-07	4.006777495930633e-07	2.1832026864070282e-07
AGAC-MONOMER	1.1962337525502629	6.27999264894461	3.902027801391792e-06	2.0297914234161688e-05	5.314157099512557e-07	6.290457384781132e-07	3.4275283504339756e-07
AGAD-MONOMER	1.3681478146761046	7.155433885273614	4.497168362445396e-06	2.293990855861798e-05	6.077869318637304e-07	7.286303937132275e-07	3.970142675923796e-07
AGAX-MONOMER	18.117918410743194	22.953637484281536	5.945038569850781e-05	7.122872189239413e-05	8.048716611245651e-06	5.50052955320225e-06	2.9971144914856796e-06
AGMATIN-MONOMER	421.22053045468914	271.082574171595	0.0013847488991522692	0.0008304729264699769	0.00018712329990723764	0.0002594034652942778	0.00014134309750639672
AICARTRANSIMPCYCLO-CPLX	423.59441001522976	215.6845128674824	0.0014046652476935333	0.0006525883865289172	0.00018817787380578718	0.0004457585321912748	0.0002428837703010033
AIRS-MONOMER	550.7515828392449	239.75800072563712	0.001823997919899784	0.000697594090146606	0.0002446662642458732	0.00037247073068035104	0.00020295090023222224
AKBLIG-MONOMER	53.52478232967117	200.64752452712267	0.00017982553183050386	0.0006487766023496612	2.3777886337907426e-05	4.236211260972612e-05	2.3082159701995155e-05
ALARACEBIOSYN-MONOMER	25.622957634505415	16.573169005731973	8.443975957960902e-05	5.133078556440414e-05	1.1382760429023685e-05	1.8417743569491746e-05	1.0035413066811903e-05
ALARACECAT-MONOMER	140.48959492725166	62.2897141114204	0.0004656117827920078	0.0001827228619324755	6.241119486042324e-05	0.00010018845627230145	5.459043011567527e-05
ALAS-MONOMER	543.5271941839637	194.66263210033568	0.001795265325891452	0.0004757889003265288	0.0002414568968308297	0.0009580746190528386	0.0005220332509651191
ALDDEHYDROGB-MONOMER	11.111033419220123	34.496883204520564	3.646251382915547e-05	0.00011005171737691289	4.9359731742888545e-06	1.1483749500337782e-05	6.2572360917534855e-06
