# Column descriptions:
# id	Object ID, according to EcoCyc
# complex-count-avg	A floating point number
# complex-count-std	A floating point number
# complex-concentration-avg	A floating point number in mM units
# complex-concentration-std	A floating point number in mM units
# relative-complex-mass-to-total-protein-mass	A floating point number
# relative-complex-mass-to-total-cell-dry-mass	A floating point number
id	complex-count-avg	complex-count-std	complex-concentration-avg	complex-concentration-std	relative-complex-mass-to-total-protein-mass	relative-complex-mass-to-total-cell-dry-mass
1-PFK	14.917692359268589	23.417562127172584	4.8580457051274356e-05	7.031112989278069e-05	1.8486973466166308e-05	1.007313487605963e-05
2OXOGLUTARATEDEH-CPLX	136.51938774532812	46.76891828125831	0.00045347212102412205	0.00012387970509591332	0.0060605007441948	0.003302230163550601
E1O	1.915690462735031e-06	0.0013840833764043963	6.4961079270344886e-12	4.693427862196295e-09	4.4334442165144395e-11	2.4156837591706378e-11
E2O	16.328904895546977	7.917673725505851	5.455095704197958e-05	2.4888924832635136e-05	0.00031660584331931073	0.00017251138311745386
E3-CPLX	3944.3299240428732	981.1271833099847	0.01310353730428741	0.0019133469358457447	0.0073399199564374365	0.003999356835557158
3-ISOPROPYLMALDEHYDROG-CPLX	490.11458894071893	215.05032806888542	0.0016093213575226616	0.0005846399203211381	0.0007109399447496996	0.00038737514095254355
3-ISOPROPYLMALISOM-CPLX	938.1435656746582	457.21868344063995	0.003063088693807309	0.0012477098840112733	0.0012461954926196138	0.000679023816530533
3-METHYL-2-OXOBUT-OHCH3XFER-CPLX	113.87901456882597	54.33083484428146	0.0003741042087703031	0.00015104971605450055	0.0005901726863629205	0.00032157178571063006
3-OXOACYL-ACP-SYNTHII-CPLX	268.27528663518547	114.01647504174062	0.0008900334575643429	0.00032683846025898	0.0004239600311763032	0.00023100625875366473
6PFK-1-CPX	218.76320533328226	81.14198704513204	0.0007221627680471664	0.00021263311968975723	0.0005596317811091617	0.0003049307352747056
6PFK-2-CPX	44.23915862874877	78.6190957633888	0.0001450994560784803	0.00025553356737857214	5.2709511116226084e-05	2.8720223767109364e-05
6PGLUCONDEHYDROG-CPLX	1164.1114701966455	689.3713711815763	0.0039018872851533633	0.002307385520867909	0.002200030876263374	0.001198747203735358
7-ALPHA-HYDROXYSTEROID-DEH-CPLX	42.283110315035294	34.00993612321648	0.00014079231434506516	0.00011418480576617397	8.313458867025648e-05	4.529816230189525e-05
7KAPSYN-CPLX	23.604680031800463	20.20180479218583	7.83910418898408e-05	6.417892584117999e-05	3.605003736398424e-05	1.964285226670513e-05
ABC-10-CPLX	50.85058572235898	42.53291675897036	0.0001685404436365689	0.0001343861921902777	0.00015183688806534205	8.273249569176398e-05
ABC-11-CPLX	14.24790950278254	14.468000985647466	4.770337713557196e-05	4.633723556203514e-05	4.2169737702628173e-05	2.297733895404993e-05
ABC-12-CPLX	126.61886571967702	59.6972056475074	0.0004216794683760016	0.0001777056938763643	0.000300782949770444	0.00016388984530116572
ABC-13-CPLX	7.597614965373895	11.572598399979956	2.4904209316125495e-05	3.763820492111329e-05	1.941276807213363e-05	1.0577579475956124e-05
ABC-14-CPLX	41.862244614515184	27.29289104524841	0.00013835198318312526	8.262004445110043e-05	0.00010553917798381648	5.7505917693076375e-05
ABC-15-CPLX	95.02936753479372	46.44734049147791	0.0003129203105491997	0.0001329735487462837	0.0003019481003010991	0.00016452470954585568
ABC-16-CPLX	9.621639639467055	10.203680218727852	3.1931057226213144e-05	3.123732414472822e-05	3.790919252268655e-05	2.0655863980245174e-05
ABC-18-CPLX	113.06527332113677	81.44454417338129	0.0003753281354484956	0.00024635813823222733	0.00033884847099213575	0.00018463088926357293
ABC-19-CPLX	50.587306634993915	24.32017440369497	0.00016648691290338966	6.816160341179296e-05	0.0001080735463932112	5.888683787777721e-05
ABC-2-CPLX	35.86538826256454	44.408247539129306	0.00011836423778354564	0.00013891070901814843	0.00014091221196187167	7.677988608430599e-05
ABC-20-CPLX	1.3942299403262421	11.770914593369504	4.520643190272653e-06	3.8273537354542594e-05	4.630075382962382e-06	2.522823646837594e-06
ABC-21-CPLX	55.38838516872444	58.3830841253021	0.00018469825967804164	0.00019109419445965047	6.423969258459549e-05	3.5002759590990416e-05
ABC-22-CPLX	151.25755883564332	87.46828604782714	0.0005053109131469348	0.00026866179888127635	0.0005602595048068629	0.00030527276775954776
ABC-23-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
ABC-24-CPLX	28.768622905910863	27.142434390963636	9.580856501071453e-05	8.753559997642382e-05	9.7754598845016e-05	5.3264276098144256e-05
ABC-25-CPLX	11.614633959444832	11.792218709246967	3.871640956705202e-05	3.780908169374483e-05	4.067105176662842e-05	2.216073878973381e-05
ABC-26-CPLX	13.784348808919455	16.20819464242326	4.546712097654456e-05	5.160614436668625e-05	5.0506527926323785e-05	2.751986791426031e-05
ABC-27-CPLX	15.843583873717686	19.79526440916107	5.276163698990105e-05	6.233167411756725e-05	4.698557597017678e-05	2.5601380606897406e-05
